X,Y,POINT_X,POINT_Y,ID2,Elevation,Analytical Hillshading,Convergence Index,Total Catchment Area,Topographic Wetness Index,LS-Factor,Channel Network Base Level,Channel Network Distance,Valley Depth,Relative Slope Position,Slope,Aspect,TRASP,Profile Curvature,Plan Curvature,Tangential Curvature,Total Insolation,Cookwest cells clusterID 20191125
493086.9779,5181228.2,493086.9779,5181228.2,658,797.30744,0.907421,-1.584847,522.933228,5.432984,1.339769,780.14447,17.162964,5.433533,0.759541,7.624703,159.935455,0.820962118,-0.000178,0.020532,0.002724,1858.925537,3
493131.3386,5181220.338,493131.3386,5181220.338,659,797.09822,0.87594,-2.545551,340.458679,4.943572,1.327807,780.227417,16.870789,4.08667,0.805002,8.092093,188.079498,0.963851365,-0.001015,0.004342,0.000611,1873.222168,3
493140.7773,5181246.563,493140.7773,5181246.563,660,799.98551,0.850994,0.758493,143.664337,4.283683,0.588388,780.210449,19.775085,1.186523,0.943395,5.129777,179.573334,0.931139031,0.007643,0.022035,0.00197,1828.109741,3
493176.5964,5181227.46,493176.5964,5181227.46,661,797.57673,0.88018,-0.582028,288.498718,4.789797,1.26533,780.279297,17.297424,2.771362,0.861907,7.998186,185.020416,0.95322916,0.000095,0.015079,0.002098,1872.776856,3
493208.4488,5181226.319,493208.4488,5181226.32,662,797.48009,0.876364,-3.17526,478.769012,5.299774,1.39409,780.314026,17.166077,2.885498,0.856096,7.970871,187.030945,0.960357875,0.000838,-0.011557,-0.001603,1871.797852,3
493243.1192,5181243.928,493243.1192,5181243.928,663,801.45138,0.860259,1.358671,279.117889,4.64236,1.453814,780.316711,21.134644,0.448792,0.979207,8.952473,200.145447,0.992622695,-0.001808,0.006801,0.001058,1877.586548,3
493266.4378,5181221.127,493266.4378,5181221.127,664,799.70873,0.79867,1.486562,744.758545,6.101106,1.355526,780.338501,19.370239,2.026794,0.905277,7.02744,222.261215,0.988594778,-0.000223,-0.070221,-0.008591,1823.722778,3
493267.959,5181258.794,493267.959,5181258.794,665,804.27328,0.873856,66.015533,166.209396,4.110484,1.333251,780.325378,23.947876,0,1,9.072048,194.619522,0.982092915,0.005246,0.019472,0.00307,1884.400879,3
493238.3903,5181251.754,493238.3903,5181251.754,666,802.96019,0.833528,19.324186,192.954712,4.081675,1.305869,780.311707,22.648499,0,1,8.981443,211.28801,0.999873668,0.00037,0.028069,0.004382,1863.7677,3
492945.9616,5181256.875,492945.9616,5181256.875,667,809.80309,0.899833,3.728924,242.636612,4.676175,1.132885,779.842224,29.960876,0.008911,0.999703,7.541655,166.358582,0.86183658,0.001619,0.017997,0.002362,1863.380981,3
492953.8537,5181276.395,492953.8537,5181276.395,668,811.57896,0.855828,7.475386,126.664719,4.438299,0.442422,779.85614,31.722839,0,1,4.154034,149.208817,0.743996992,0.006439,0.029741,0.002154,1801.302124,2
493006.6102,5181260.292,493006.6102,5181260.292,669,806.20911,0.942589,-0.423821,350.214874,4.856739,1.545686,779.952209,26.256897,1.212524,0.955859,9.063527,141.90242,0.686513486,0.000455,-0.00511,-0.000805,1853.313721,3
493026.9559,5181255.501,493026.9559,5181255.501,670,803.35979,0.923959,-1.800228,581.299011,5.387,1.660217,779.99408,23.365723,2.706299,0.896199,8.856187,163.119614,0.841761845,0.002041,-0.011319,-0.001743,1879.418335,3
493051.8375,5181254.844,493051.8375,5181254.844,671,802.94662,0.91065,0.97217,276.463745,4.703566,1.32627,780.049927,22.896667,1.800415,0.9271,8.349981,167.731003,0.869997578,0.002743,0.02793,0.004056,1875.556396,3
493075.4624,5181266.085,493075.4624,5181266.085,672,802.89739,0.907257,3.370021,246.490829,4.579822,0.992934,780.080139,22.817261,1.168945,0.951266,6.994689,138.626862,0.659701808,0.001797,0.031915,0.003887,1825.111938,3
493113.3831,5181258.833,493113.3831,5181258.833,673,799.99018,0.830966,-1.324259,294.663177,5.233268,0.739154,780.153259,19.836914,2.239868,0.898542,5.262407,197.484573,0.988118847,0.005323,-0.039291,-0.003604,1825.623047,3
493021.4864,5181280.549,493021.4864,5181280.549,674,806.83698,0.832882,-0.307914,127.64846,4.646061,0.247115,779.985535,26.85144,0.079102,0.997063,2.739692,128.083115,0.570304733,0.003282,0.139721,0.006678,1767.323486,2
492985.6774,5181281.419,492985.6774,5181281.419,675,809.94258,0.859521,0.89467,155.462067,4.298252,0.649444,779.911072,30.031494,0,1,5.468803,94.29644,0.283142464,0.001332,0.080192,0.007643,1737.655884,2
